time,pedestrians,bicyclists,cars,buses,trucks,location
2019-10-28T06:45:00-04:00,0,0,19,2,1,Regents_Dr_&_Stadium_Dr_3
2019-10-28T07:00:00-04:00,9,0,60,4,2,Regents_Dr_&_Stadium_Dr_3
2019-10-28T07:15:00-04:00,14,2,156,3,9,Regents_Dr_&_Stadium_Dr_3
2019-10-28T07:30:00-04:00,103,23,203,15,12,Regents_Dr_&_Stadium_Dr_3
2019-10-28T07:45:00-04:00,244,43,207,3,14,Regents_Dr_&_Stadium_Dr_3
2019-10-28T08:00:00-04:00,91,15,236,7,5,Regents_Dr_&_Stadium_Dr_3
2019-10-28T08:15:00-04:00,72,11,249,4,11,Regents_Dr_&_Stadium_Dr_3
2019-10-28T08:30:00-04:00,176,29,236,11,19,Regents_Dr_&_Stadium_Dr_3
2019-10-28T08:45:00-04:00,723,76,195,26,46,Regents_Dr_&_Stadium_Dr_3
2019-10-28T09:00:00-04:00,203,31,224,26,51,Regents_Dr_&_Stadium_Dr_3
2019-10-28T09:15:00-04:00,136,11,204,8,13,Regents_Dr_&_Stadium_Dr_3
2019-10-28T09:30:00-04:00,239,18,172,9,13,Regents_Dr_&_Stadium_Dr_3
2019-10-28T09:45:00-04:00,745,44,206,1,4,Regents_Dr_&_Stadium_Dr_3
2019-10-28T10:00:00-04:00,192,25,151,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T10:15:00-04:00,90,30,169,1,4,Regents_Dr_&_Stadium_Dr_3
2019-10-28T10:30:00-04:00,163,13,187,3,11,Regents_Dr_&_Stadium_Dr_3
2019-10-28T10:45:00-04:00,946,146,167,5,19,Regents_Dr_&_Stadium_Dr_3
2019-10-28T11:00:00-04:00,174,31,249,5,12,Regents_Dr_&_Stadium_Dr_3
2019-10-28T11:15:00-04:00,142,15,137,2,5,Regents_Dr_&_Stadium_Dr_3
2019-10-28T11:30:00-04:00,182,33,130,5,4,Regents_Dr_&_Stadium_Dr_3
2019-10-28T11:45:00-04:00,1000,111,125,0,6,Regents_Dr_&_Stadium_Dr_3
2019-10-28T12:00:00-04:00,244,42,263,3,14,Regents_Dr_&_Stadium_Dr_3
2019-10-28T12:15:00-04:00,183,31,161,0,6,Regents_Dr_&_Stadium_Dr_3
2019-10-28T12:30:00-04:00,313,43,187,2,10,Regents_Dr_&_Stadium_Dr_3
2019-10-28T12:45:00-04:00,860,136,118,2,1,Regents_Dr_&_Stadium_Dr_3
2019-10-28T13:00:00-04:00,241,62,182,2,6,Regents_Dr_&_Stadium_Dr_3
2019-10-28T13:15:00-04:00,158,27,88,0,4,Regents_Dr_&_Stadium_Dr_3
2019-10-28T13:30:00-04:00,244,35,127,1,5,Regents_Dr_&_Stadium_Dr_3
2019-10-28T13:45:00-04:00,985,145,173,3,6,Regents_Dr_&_Stadium_Dr_3
2019-10-28T14:00:00-04:00,219,23,268,1,7,Regents_Dr_&_Stadium_Dr_3
2019-10-28T14:15:00-04:00,139,8,185,2,1,Regents_Dr_&_Stadium_Dr_3
2019-10-28T14:30:00-04:00,194,25,129,1,5,Regents_Dr_&_Stadium_Dr_3
2019-10-28T14:45:00-04:00,609,63,88,0,5,Regents_Dr_&_Stadium_Dr_3
2019-10-28T15:00:00-04:00,175,16,64,1,2,Regents_Dr_&_Stadium_Dr_3
2019-10-28T15:15:00-04:00,133,8,47,0,6,Regents_Dr_&_Stadium_Dr_3
2019-10-28T15:30:00-04:00,142,14,57,1,3,Regents_Dr_&_Stadium_Dr_3
2019-10-28T15:45:00-04:00,280,23,156,1,2,Regents_Dr_&_Stadium_Dr_3
2019-10-28T16:00:00-04:00,183,29,316,2,6,Regents_Dr_&_Stadium_Dr_3
2019-10-28T16:15:00-04:00,207,35,248,6,7,Regents_Dr_&_Stadium_Dr_3
2019-10-28T16:30:00-04:00,153,15,321,5,12,Regents_Dr_&_Stadium_Dr_3
2019-10-28T16:45:00-04:00,357,108,321,9,6,Regents_Dr_&_Stadium_Dr_3
2019-10-28T17:00:00-04:00,192,30,325,14,15,Regents_Dr_&_Stadium_Dr_3
2019-10-28T17:15:00-04:00,256,57,393,4,7,Regents_Dr_&_Stadium_Dr_3
2019-10-28T17:30:00-04:00,321,93,401,6,7,Regents_Dr_&_Stadium_Dr_3
2019-10-28T17:45:00-04:00,230,41,324,12,10,Regents_Dr_&_Stadium_Dr_3
2019-10-28T18:00:00-04:00,168,39,437,11,9,Regents_Dr_&_Stadium_Dr_3
2019-10-28T18:15:00-04:00,150,34,326,10,5,Regents_Dr_&_Stadium_Dr_3
2019-10-28T18:30:00-04:00,85,10,130,8,1,Regents_Dr_&_Stadium_Dr_3
2019-10-28T18:45:00-04:00,98,3,71,2,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T19:00:00-04:00,100,6,76,2,2,Regents_Dr_&_Stadium_Dr_3
2019-10-28T19:15:00-04:00,74,5,43,4,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T19:30:00-04:00,27,2,37,3,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T19:45:00-04:00,65,4,50,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T20:00:00-04:00,40,0,52,4,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T20:15:00-04:00,30,6,44,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T20:30:00-04:00,45,3,40,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T20:45:00-04:00,33,0,37,2,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T21:00:00-04:00,25,17,38,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T21:15:00-04:00,26,14,39,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T21:30:00-04:00,19,1,30,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T21:45:00-04:00,41,5,46,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T22:00:00-04:00,15,0,32,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T22:15:00-04:00,21,1,19,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T22:30:00-04:00,21,3,13,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T22:45:00-04:00,14,2,19,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T23:00:00-04:00,10,2,19,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T23:15:00-04:00,3,0,8,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T23:30:00-04:00,4,1,7,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-28T23:45:00-04:00,3,0,8,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T00:00:00-04:00,8,0,7,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T00:15:00-04:00,0,0,3,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T00:30:00-04:00,3,0,8,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T00:45:00-04:00,4,0,4,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T01:00:00-04:00,4,0,6,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T01:15:00-04:00,1,1,5,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T01:30:00-04:00,0,0,8,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T01:45:00-04:00,0,0,2,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T02:00:00-04:00,0,0,4,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T02:15:00-04:00,0,0,1,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T02:30:00-04:00,0,0,1,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T02:45:00-04:00,2,0,2,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T03:00:00-04:00,0,0,2,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T03:15:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T03:30:00-04:00,1,0,9,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T03:45:00-04:00,0,0,11,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T04:00:00-04:00,0,0,8,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T04:15:00-04:00,0,0,1,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T04:30:00-04:00,0,0,1,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T04:45:00-04:00,0,0,4,0,2,Regents_Dr_&_Stadium_Dr_3
2019-10-29T05:00:00-04:00,0,0,4,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T05:15:00-04:00,0,0,1,1,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T05:30:00-04:00,0,0,8,1,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T05:45:00-04:00,1,0,11,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T06:00:00-04:00,1,0,7,2,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T06:15:00-04:00,5,0,8,1,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T06:30:00-04:00,4,0,22,2,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T06:45:00-04:00,9,0,21,2,3,Regents_Dr_&_Stadium_Dr_3
2019-10-29T07:00:00-04:00,9,0,76,3,4,Regents_Dr_&_Stadium_Dr_3
2019-10-29T07:15:00-04:00,13,3,166,2,6,Regents_Dr_&_Stadium_Dr_3
2019-10-29T07:30:00-04:00,96,19,195,8,10,Regents_Dr_&_Stadium_Dr_3
2019-10-29T07:45:00-04:00,296,45,188,7,9,Regents_Dr_&_Stadium_Dr_3
2019-10-29T08:00:00-04:00,84,6,269,4,14,Regents_Dr_&_Stadium_Dr_3
2019-10-29T08:15:00-04:00,59,7,293,3,10,Regents_Dr_&_Stadium_Dr_3
2019-10-29T08:30:00-04:00,134,36,312,11,17,Regents_Dr_&_Stadium_Dr_3
2019-10-29T08:45:00-04:00,359,77,260,8,14,Regents_Dr_&_Stadium_Dr_3
2019-10-29T09:00:00-04:00,348,92,257,5,12,Regents_Dr_&_Stadium_Dr_3
2019-10-29T09:15:00-04:00,877,121,256,12,13,Regents_Dr_&_Stadium_Dr_3
2019-10-29T09:30:00-04:00,296,49,297,17,31,Regents_Dr_&_Stadium_Dr_3
2019-10-29T09:45:00-04:00,344,55,253,7,15,Regents_Dr_&_Stadium_Dr_3
2019-10-29T10:00:00-04:00,209,51,195,12,14,Regents_Dr_&_Stadium_Dr_3
2019-10-29T10:15:00-04:00,247,51,166,5,16,Regents_Dr_&_Stadium_Dr_3
2019-10-29T10:30:00-04:00,443,97,198,10,22,Regents_Dr_&_Stadium_Dr_3
2019-10-29T10:45:00-04:00,1158,181,175,12,25,Regents_Dr_&_Stadium_Dr_3
2019-10-29T11:00:00-04:00,334,94,234,5,13,Regents_Dr_&_Stadium_Dr_3
2019-10-29T11:15:00-04:00,184,64,192,1,13,Regents_Dr_&_Stadium_Dr_3
2019-10-29T11:30:00-04:00,195,16,178,5,13,Regents_Dr_&_Stadium_Dr_3
2019-10-29T11:45:00-04:00,401,61,137,2,2,Regents_Dr_&_Stadium_Dr_3
2019-10-29T12:00:00-04:00,452,57,218,7,13,Regents_Dr_&_Stadium_Dr_3
2019-10-29T12:15:00-04:00,1069,201,235,3,10,Regents_Dr_&_Stadium_Dr_3
2019-10-29T12:30:00-04:00,227,36,266,8,27,Regents_Dr_&_Stadium_Dr_3
2019-10-29T12:45:00-04:00,266,48,248,11,12,Regents_Dr_&_Stadium_Dr_3
2019-10-29T13:00:00-04:00,236,57,201,7,12,Regents_Dr_&_Stadium_Dr_3
2019-10-29T13:15:00-04:00,264,54,219,3,11,Regents_Dr_&_Stadium_Dr_3
2019-10-29T13:30:00-04:00,425,86,251,9,13,Regents_Dr_&_Stadium_Dr_3
2019-10-29T13:45:00-04:00,1148,232,227,9,12,Regents_Dr_&_Stadium_Dr_3
2019-10-29T14:00:00-04:00,220,37,337,6,10,Regents_Dr_&_Stadium_Dr_3
2019-10-29T14:15:00-04:00,131,27,267,1,12,Regents_Dr_&_Stadium_Dr_3
2019-10-29T14:30:00-04:00,238,57,260,12,12,Regents_Dr_&_Stadium_Dr_3
2019-10-29T14:45:00-04:00,448,58,235,16,17,Regents_Dr_&_Stadium_Dr_3
2019-10-29T15:00:00-04:00,414,49,267,8,17,Regents_Dr_&_Stadium_Dr_3
2019-10-29T15:15:00-04:00,760,121,340,9,13,Regents_Dr_&_Stadium_Dr_3
2019-10-29T15:30:00-04:00,273,32,340,12,16,Regents_Dr_&_Stadium_Dr_3
2019-10-29T15:45:00-04:00,373,60,283,8,9,Regents_Dr_&_Stadium_Dr_3
2019-10-29T16:00:00-04:00,237,43,321,4,10,Regents_Dr_&_Stadium_Dr_3
2019-10-29T16:15:00-04:00,350,57,326,16,11,Regents_Dr_&_Stadium_Dr_3
2019-10-29T16:30:00-04:00,266,57,358,11,14,Regents_Dr_&_Stadium_Dr_3
2019-10-29T16:45:00-04:00,365,70,418,24,27,Regents_Dr_&_Stadium_Dr_3
2019-10-29T17:00:00-04:00,275,63,420,26,18,Regents_Dr_&_Stadium_Dr_3
2019-10-29T17:15:00-04:00,175,38,447,8,14,Regents_Dr_&_Stadium_Dr_3
2019-10-29T17:30:00-04:00,184,31,390,4,10,Regents_Dr_&_Stadium_Dr_3
2019-10-29T17:45:00-04:00,311,69,448,10,10,Regents_Dr_&_Stadium_Dr_3
2019-10-29T18:00:00-04:00,260,81,378,5,10,Regents_Dr_&_Stadium_Dr_3
2019-10-29T18:15:00-04:00,117,13,247,8,12,Regents_Dr_&_Stadium_Dr_3
2019-10-29T18:30:00-04:00,108,2,86,7,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T18:45:00-04:00,82,4,69,2,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T19:00:00-04:00,75,8,62,3,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T19:15:00-04:00,68,6,74,2,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T19:30:00-04:00,71,4,38,3,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T19:45:00-04:00,63,2,44,2,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T20:00:00-04:00,39,4,62,2,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T20:15:00-04:00,50,1,51,3,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T20:30:00-04:00,48,17,68,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T20:45:00-04:00,52,1,68,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T21:00:00-04:00,54,4,56,3,2,Regents_Dr_&_Stadium_Dr_3
2019-10-29T21:15:00-04:00,41,6,39,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-29T21:30:00-04:00,7,1,53,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T21:45:00-04:00,12,1,35,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T22:00:00-04:00,28,6,27,2,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T22:15:00-04:00,2,0,16,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T22:30:00-04:00,16,2,15,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T22:45:00-04:00,17,0,14,2,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T23:00:00-04:00,14,1,18,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T23:15:00-04:00,4,0,13,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T23:30:00-04:00,12,0,11,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-29T23:45:00-04:00,11,0,11,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T00:00:00-04:00,4,1,12,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-30T00:15:00-04:00,7,0,6,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T00:30:00-04:00,2,0,4,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T00:45:00-04:00,0,0,9,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T01:00:00-04:00,1,0,8,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T01:15:00-04:00,1,0,7,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T01:30:00-04:00,1,0,7,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-30T01:45:00-04:00,0,0,7,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T02:00:00-04:00,3,0,2,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-30T02:15:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T02:30:00-04:00,0,0,2,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T02:45:00-04:00,1,0,2,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T03:00:00-04:00,2,0,2,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T03:15:00-04:00,0,0,4,1,6,Regents_Dr_&_Stadium_Dr_3
2019-10-30T03:30:00-04:00,1,0,4,0,8,Regents_Dr_&_Stadium_Dr_3
2019-10-30T03:45:00-04:00,0,0,13,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-30T04:00:00-04:00,1,0,5,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T04:15:00-04:00,1,0,6,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-30T04:30:00-04:00,1,0,1,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-30T04:45:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T05:00:00-04:00,0,0,4,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T05:15:00-04:00,0,0,6,1,1,Regents_Dr_&_Stadium_Dr_3
2019-10-30T05:30:00-04:00,2,0,4,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-30T05:45:00-04:00,5,0,6,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T06:00:00-04:00,7,1,8,3,2,Regents_Dr_&_Stadium_Dr_3
2019-10-30T06:15:00-04:00,0,0,9,0,2,Regents_Dr_&_Stadium_Dr_3
2019-10-30T06:30:00-04:00,2,0,5,3,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T06:45:00-04:00,3,0,18,1,2,Regents_Dr_&_Stadium_Dr_3
2019-10-30T07:00:00-04:00,19,0,43,4,6,Regents_Dr_&_Stadium_Dr_3
2019-10-30T07:15:00-04:00,14,2,136,3,5,Regents_Dr_&_Stadium_Dr_3
2019-10-30T07:30:00-04:00,107,13,222,9,13,Regents_Dr_&_Stadium_Dr_3
2019-10-30T07:45:00-04:00,400,53,209,18,16,Regents_Dr_&_Stadium_Dr_3
2019-10-30T08:00:00-04:00,105,20,226,12,20,Regents_Dr_&_Stadium_Dr_3
2019-10-30T08:15:00-04:00,101,16,239,9,21,Regents_Dr_&_Stadium_Dr_3
2019-10-30T08:30:00-04:00,253,33,298,19,15,Regents_Dr_&_Stadium_Dr_3
2019-10-30T08:45:00-04:00,878,126,203,8,16,Regents_Dr_&_Stadium_Dr_3
2019-10-30T09:00:00-04:00,182,22,341,9,19,Regents_Dr_&_Stadium_Dr_3
2019-10-30T09:15:00-04:00,183,53,233,8,29,Regents_Dr_&_Stadium_Dr_3
2019-10-30T09:30:00-04:00,230,39,180,11,12,Regents_Dr_&_Stadium_Dr_3
2019-10-30T09:45:00-04:00,948,113,242,10,14,Regents_Dr_&_Stadium_Dr_3
2019-10-30T10:00:00-04:00,267,32,238,4,13,Regents_Dr_&_Stadium_Dr_3
2019-10-30T10:15:00-04:00,175,30,200,5,10,Regents_Dr_&_Stadium_Dr_3
2019-10-30T10:30:00-04:00,236,43,181,7,15,Regents_Dr_&_Stadium_Dr_3
2019-10-30T10:45:00-04:00,978,151,170,17,15,Regents_Dr_&_Stadium_Dr_3
2019-10-30T11:00:00-04:00,275,70,242,10,24,Regents_Dr_&_Stadium_Dr_3
2019-10-30T11:15:00-04:00,141,23,201,2,9,Regents_Dr_&_Stadium_Dr_3
2019-10-30T11:30:00-04:00,245,37,190,3,8,Regents_Dr_&_Stadium_Dr_3
2019-10-30T11:45:00-04:00,1183,236,180,11,16,Regents_Dr_&_Stadium_Dr_3
2019-10-30T12:00:00-04:00,283,67,272,6,10,Regents_Dr_&_Stadium_Dr_3
2019-10-30T12:15:00-04:00,180,41,230,8,11,Regents_Dr_&_Stadium_Dr_3
2019-10-30T12:30:00-04:00,202,27,307,6,25,Regents_Dr_&_Stadium_Dr_3
2019-10-30T12:45:00-04:00,1007,225,253,11,12,Regents_Dr_&_Stadium_Dr_3
2019-10-30T13:00:00-04:00,255,80,261,17,18,Regents_Dr_&_Stadium_Dr_3
2019-10-30T13:15:00-04:00,163,25,286,5,15,Regents_Dr_&_Stadium_Dr_3
2019-10-30T13:30:00-04:00,270,66,266,5,18,Regents_Dr_&_Stadium_Dr_3
2019-10-30T13:45:00-04:00,1166,140,213,18,21,Regents_Dr_&_Stadium_Dr_3
2019-10-30T14:00:00-04:00,326,62,308,5,15,Regents_Dr_&_Stadium_Dr_3
2019-10-30T14:15:00-04:00,205,34,203,7,10,Regents_Dr_&_Stadium_Dr_3
2019-10-30T14:30:00-04:00,283,52,227,5,9,Regents_Dr_&_Stadium_Dr_3
2019-10-30T14:45:00-04:00,902,197,231,15,19,Regents_Dr_&_Stadium_Dr_3
2019-10-30T15:00:00-04:00,291,100,239,7,12,Regents_Dr_&_Stadium_Dr_3
2019-10-30T15:15:00-04:00,293,60,265,6,11,Regents_Dr_&_Stadium_Dr_3
2019-10-30T15:30:00-04:00,223,46,293,9,11,Regents_Dr_&_Stadium_Dr_3
2019-10-30T15:45:00-04:00,592,94,267,20,20,Regents_Dr_&_Stadium_Dr_3
2019-10-30T16:00:00-04:00,262,74,405,7,21,Regents_Dr_&_Stadium_Dr_3
2019-10-30T16:15:00-04:00,301,58,251,13,11,Regents_Dr_&_Stadium_Dr_3
2019-10-30T16:30:00-04:00,185,61,465,7,9,Regents_Dr_&_Stadium_Dr_3
2019-10-30T16:45:00-04:00,460,103,435,18,15,Regents_Dr_&_Stadium_Dr_3
2019-10-30T17:00:00-04:00,363,98,431,19,16,Regents_Dr_&_Stadium_Dr_3
2019-10-30T17:15:00-04:00,335,118,479,20,21,Regents_Dr_&_Stadium_Dr_3
2019-10-30T17:30:00-04:00,272,74,476,7,11,Regents_Dr_&_Stadium_Dr_3
2019-10-30T17:45:00-04:00,211,44,436,9,9,Regents_Dr_&_Stadium_Dr_3
2019-10-30T18:00:00-04:00,201,12,351,3,10,Regents_Dr_&_Stadium_Dr_3
2019-10-30T18:15:00-04:00,89,11,112,4,3,Regents_Dr_&_Stadium_Dr_3
2019-10-30T18:30:00-04:00,30,1,105,4,1,Regents_Dr_&_Stadium_Dr_3
2019-10-30T18:45:00-04:00,86,13,103,4,2,Regents_Dr_&_Stadium_Dr_3
2019-10-30T19:00:00-04:00,71,1,78,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T19:15:00-04:00,35,4,73,5,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T19:30:00-04:00,19,4,51,5,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T19:45:00-04:00,31,7,38,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T20:00:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T20:15:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T20:30:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T20:45:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T21:00:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T21:15:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T21:30:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T21:45:00-04:00,8,0,2,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T22:00:00-04:00,18,3,61,4,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T22:15:00-04:00,5,2,47,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T22:30:00-04:00,5,2,13,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T22:45:00-04:00,1,0,12,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T23:00:00-04:00,3,0,20,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T23:15:00-04:00,3,0,7,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-30T23:30:00-04:00,2,0,9,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-30T23:45:00-04:00,3,0,7,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T00:00:00-04:00,8,0,17,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-31T00:15:00-04:00,3,0,7,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T00:30:00-04:00,1,0,7,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T00:45:00-04:00,1,0,3,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T01:00:00-04:00,1,0,4,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T01:15:00-04:00,8,0,6,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T01:30:00-04:00,1,0,1,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T01:45:00-04:00,2,0,4,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T02:00:00-04:00,0,0,2,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T02:15:00-04:00,0,0,1,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T02:30:00-04:00,0,0,2,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T02:45:00-04:00,0,0,1,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T03:00:00-04:00,0,0,0,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T03:15:00-04:00,0,0,1,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T03:30:00-04:00,2,0,5,0,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T03:45:00-04:00,0,0,11,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-31T04:00:00-04:00,1,0,4,0,2,Regents_Dr_&_Stadium_Dr_3
2019-10-31T04:15:00-04:00,0,0,3,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-31T04:30:00-04:00,0,0,4,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-31T04:45:00-04:00,1,0,1,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-31T05:00:00-04:00,0,0,1,0,1,Regents_Dr_&_Stadium_Dr_3
2019-10-31T05:15:00-04:00,0,0,3,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T05:30:00-04:00,2,0,2,1,0,Regents_Dr_&_Stadium_Dr_3
2019-10-31T05:45:00-04:00,0,0,8,0,3,Regents_Dr_&_Stadium_Dr_3
2019-10-31T06:00:00-04:00,1,0,11,3,2,Regents_Dr_&_Stadium_Dr_3
2019-10-31T06:15:00-04:00,6,1,3,0,2,Regents_Dr_&_Stadium_Dr_3
2019-10-31T06:30:00-04:00,6,0,12,2,2,Regents_Dr_&_Stadium_Dr_3
2019-10-31T06:45:00-04:00,1,1,17,0,2,Regents_Dr_&_Stadium_Dr_3
2019-10-31T07:00:00-04:00,6,0,22,4,3,Regents_Dr_&_Stadium_Dr_3
